Country,Code,Year,Death_earthquake,Death_total,Death_rate,log_Death_rate
Costa Rica,CRI,1998,0,14594.00651,1.14E-07,-7
Costa Rica,CRI,1999,0,15092.83019,1.14E-07,-7
Costa Rica,CRI,2000,0,14806.0349,1.14E-07,-7
Costa Rica,CRI,2001,0,15213.67137,1.14E-07,-7
Costa Rica,CRI,2002,0,15353.91416,1.14E-07,-7
Costa Rica,CRI,2003,0,15813.81442,1.14E-07,-7
Costa Rica,CRI,2005,0,15720.15295,1.14E-07,-7
Costa Rica,CRI,2006,0,16480.08955,1.14E-07,-7
Costa Rica,CRI,2007,0,15572.25135,1.14E-07,-7
Costa Rica,CRI,2008,0,16264.23445,1.14E-07,-7
Costa Rica,CRI,2010,0,18600.91985,1.14E-07,-7
Costa Rica,CRI,2011,0,18650.94737,1.14E-07,-7
Costa Rica,CRI,2013,0,19567.46778,1.14E-07,-7
Costa Rica,CRI,2014,0,20173.34291,1.14E-07,-7
Costa Rica,CRI,2015,0,21246.92884,1.14E-07,-7
Costa Rica,CRI,2016,0,22791.86459,1.14E-07,-7
Croatia,HRV,1990,0,52269.20301,1.14E-07,-7
Croatia,HRV,1991,0,54649.29319,1.14E-07,-7
Croatia,HRV,1992,0,52577.77177,1.14E-07,-7
Croatia,HRV,1993,0,50583.22235,1.14E-07,-7
Croatia,HRV,1994,0,49648.43183,1.14E-07,-7
Croatia,HRV,1995,0,51115.05094,1.14E-07,-7
Croatia,HRV,1996,0,51726.24634,1.14E-07,-7
Croatia,HRV,1997,0,52616.31853,1.14E-07,-7
Croatia,HRV,1998,0,51716.39102,1.14E-07,-7
Croatia,HRV,1999,0,51409.67777,1.14E-07,-7
Croatia,HRV,2000,0,50159.72463,1.14E-07,-7
Croatia,HRV,2001,0,49761.99444,1.14E-07,-7
Croatia,HRV,2002,0,50636.90341,1.14E-07,-7
Croatia,HRV,2003,0,51583.53156,1.14E-07,-7
Croatia,HRV,2004,0,50015.80231,1.14E-07,-7
Croatia,HRV,2005,0,50865.94654,1.14E-07,-7
Croatia,HRV,2006,0,50855.82547,1.14E-07,-7
Croatia,HRV,2007,0,52405.80779,1.14E-07,-7
Croatia,HRV,2008,0,53035.5132,1.14E-07,-7
Croatia,HRV,2009,0,51302.54444,1.14E-07,-7
Croatia,HRV,2010,0,51470.90851,1.14E-07,-7
Croatia,HRV,2011,0,51321.82672,1.14E-07,-7
Croatia,HRV,2012,0,51321.17697,1.14E-07,-7
Croatia,HRV,2013,0,50039.86701,1.14E-07,-7
Croatia,HRV,2014,0,51405.45271,1.14E-07,-7
Croatia,HRV,2015,0,53688.10137,1.14E-07,-7
Croatia,HRV,2016,0,51217.4096,1.14E-07,-7
Croatia,HRV,2017,0,51210.60944,1.14E-07,-7
Cyprus,CYP,1990,0,5428.304112,1.14E-07,-7
Cyprus,CYP,1991,0,5523.033599,1.14E-07,-7
Cyprus,CYP,1992,0,5596.059047,1.14E-07,-7
Cyprus,CYP,1993,0,5625.6456,1.14E-07,-7
Cyprus,CYP,1994,0,5706.00319,1.14E-07,-7
Cyprus,CYP,1996,0,6037.112422,1.14E-07,-7
Cyprus,CYP,1997,0,6356.058627,1.14E-07,-7
Cyprus,CYP,1998,0,6586.522858,1.14E-07,-7
Cyprus,CYP,1999,0,6649.051554,1.14E-07,-7
Cyprus,CYP,2000,0,6813.441791,1.14E-07,-7
Cyprus,CYP,2001,0,6840.290199,1.14E-07,-7
Cyprus,CYP,2002,0,6910.495951,1.14E-07,-7
Cyprus,CYP,2003,0,6965.102006,1.14E-07,-7
Cyprus,CYP,2004,0,7002.359448,1.14E-07,-7
Cyprus,CYP,2005,0,6952.921925,1.14E-07,-7
Cyprus,CYP,2006,0,6856.287929,1.14E-07,-7
Cyprus,CYP,2007,0,6831.97531,1.14E-07,-7
Cyprus,CYP,2008,0,6721.095617,1.14E-07,-7
Cyprus,CYP,2009,0,6724.317823,1.14E-07,-7
Cyprus,CYP,2010,0,6717.259651,1.14E-07,-7
Cyprus,CYP,2011,0,6726.396204,1.14E-07,-7
Cyprus,CYP,2012,0,6771.684674,1.14E-07,-7
Cyprus,CYP,2013,0,6915.977182,1.14E-07,-7
Cyprus,CYP,2014,0,7098.994322,1.14E-07,-7
Cyprus,CYP,2015,0,7287.789894,1.14E-07,-7
Cyprus,CYP,2016,0,7466.855123,1.14E-07,-7
Cyprus,CYP,2017,0,7737.816165,1.14E-07,-7
Czech Republic,CZE,1990,0,128974.8014,1.14E-07,-7
Czech Republic,CZE,1991,0,124295.7525,1.14E-07,-7
Czech Republic,CZE,1992,0,121110.6038,1.14E-07,-7
Czech Republic,CZE,1993,0,117068.2605,1.14E-07,-7
Czech Republic,CZE,1994,0,116198.7078,1.14E-07,-7
Czech Republic,CZE,1995,0,117180.3483,1.14E-07,-7
Czech Republic,CZE,1996,0,112879.5588,1.14E-07,-7
Czech Republic,CZE,1997,0,112942.0315,1.14E-07,-7
Czech Republic,CZE,1998,0,109449.6637,1.14E-07,-7
Czech Republic,CZE,1999,0,109033.7305,1.14E-07,-7
Czech Republic,CZE,2000,0,109612.553,1.14E-07,-7
Czech Republic,CZE,2001,0,108697.5555,1.14E-07,-7
Czech Republic,CZE,2002,0,108401.458,1.14E-07,-7
Czech Republic,CZE,2003,0,110841.7731,1.14E-07,-7
Czech Republic,CZE,2004,0,107648.4512,1.14E-07,-7
Czech Republic,CZE,2005,0,107414.6302,1.14E-07,-7
Czech Republic,CZE,2006,0,104649.897,1.14E-07,-7
Czech Republic,CZE,2007,0,104374.2016,1.14E-07,-7
Czech Republic,CZE,2009,0,105698.7907,1.14E-07,-7
Czech Republic,CZE,2010,0,106257.7382,1.14E-07,-7
Czech Republic,CZE,2011,0,107127.6368,1.14E-07,-7
Czech Republic,CZE,2012,0,107899.5386,1.14E-07,-7
Czech Republic,CZE,2013,0,108242.0739,1.14E-07,-7
Czech Republic,CZE,2014,0,106829.7199,1.14E-07,-7
Czech Republic,CZE,2015,0,109082.6157,1.14E-07,-7
Czech Republic,CZE,2016,0,109375.1396,1.14E-07,-7
Czech Republic,CZE,2017,0,110500.6938,1.14E-07,-7
Djibouti,DJI,1990,0,3835.828638,1.14E-07,-7
Djibouti,DJI,1991,0,4006.720921,1.14E-07,-7
Djibouti,DJI,1992,0,4433.006221,1.14E-07,-7
Djibouti,DJI,1993,0,4363.830872,1.14E-07,-7
Djibouti,DJI,1994,0,4631.341165,1.14E-07,-7
Djibouti,DJI,1995,0,4586.195893,1.14E-07,-7
Djibouti,DJI,1996,0,4740.964204,1.14E-07,-7
Djibouti,DJI,1997,0,4973.608188,1.14E-07,-7
Djibouti,DJI,1998,0,5078.984313,1.14E-07,-7
Djibouti,DJI,1999,0,5228.787244,1.14E-07,-7
Djibouti,DJI,2000,0,5351.166886,1.14E-07,-7
Djibouti,DJI,2001,0,5432.423431,1.14E-07,-7
Djibouti,DJI,2002,0,5567.122128,1.14E-07,-7
Djibouti,DJI,2003,0,5673.626172,1.14E-07,-7
Djibouti,DJI,2004,0,5809.948191,1.14E-07,-7
Djibouti,DJI,2005,0,5807.384678,1.14E-07,-7
Djibouti,DJI,2006,0,5995.950493,1.14E-07,-7
Djibouti,DJI,2007,0,5924.455828,1.14E-07,-7
Djibouti,DJI,2008,0,5973.126524,1.14E-07,-7
Djibouti,DJI,2009,0,5992.425358,1.14E-07,-7
Djibouti,DJI,2010,0,6043.691014,1.14E-07,-7
Djibouti,DJI,2011,0,6067.94931,1.14E-07,-7
Djibouti,DJI,2012,0,6085.769809,1.14E-07,-7
Djibouti,DJI,2013,0,6115.94994,1.14E-07,-7
Djibouti,DJI,2014,0,6149.400063,1.14E-07,-7
Djibouti,DJI,2015,0,6179.546026,1.14E-07,-7
Djibouti,DJI,2016,0,6184.914881,1.14E-07,-7
Djibouti,DJI,2017,0,6226.851598,1.14E-07,-7
Dominican Republic,DOM,1990,0,39253.38535,1.14E-07,-7
Dominican Republic,DOM,1991,0,39090.74905,1.14E-07,-7
Dominican Republic,DOM,1992,0,38787.43364,1.14E-07,-7
Dominican Republic,DOM,1993,0,39103.31631,1.14E-07,-7
Dominican Republic,DOM,1994,0,39382.37479,1.14E-07,-7
Dominican Republic,DOM,1995,0,40162.12169,1.14E-07,-7
Dominican Republic,DOM,1996,0,41382.63153,1.14E-07,-7
Dominican Republic,DOM,1997,0,42265.73207,1.14E-07,-7
Dominican Republic,DOM,1998,0,43476.4679,1.14E-07,-7
Dominican Republic,DOM,1999,0,43747.90373,1.14E-07,-7
Dominican Republic,DOM,2000,0,44001.63026,1.14E-07,-7
Dominican Republic,DOM,2001,0,44864.98314,1.14E-07,-7
Dominican Republic,DOM,2002,0,45668.10096,1.14E-07,-7
Dominican Republic,DOM,2004,0,50505.46241,1.14E-07,-7
Dominican Republic,DOM,2005,0,51286.94867,1.14E-07,-7
Dominican Republic,DOM,2006,0,52199.19569,1.14E-07,-7
Dominican Republic,DOM,2007,0,52412.55111,1.14E-07,-7
Dominican Republic,DOM,2008,0,52292.43524,1.14E-07,-7
Dominican Republic,DOM,2009,0,52890.15405,1.14E-07,-7
Dominican Republic,DOM,2010,0,53791.01404,1.14E-07,-7
Dominican Republic,DOM,2011,0,55158.94785,1.14E-07,-7
Dominican Republic,DOM,2012,0,57442.86626,1.14E-07,-7
Dominican Republic,DOM,2013,0,60615.07356,1.14E-07,-7
Dominican Republic,DOM,2014,0,63116.45864,1.14E-07,-7
Dominican Republic,DOM,2015,0,65410.54836,1.14E-07,-7
Dominican Republic,DOM,2016,0,67030.24711,1.14E-07,-7
Dominican Republic,DOM,2017,0,67052.56532,1.14E-07,-7
Ecuador,ECU,1991,0,54265.92255,1.14E-07,-7
Ecuador,ECU,1992,0,54044.94104,1.14E-07,-7
Ecuador,ECU,1993,0,53677.38502,1.14E-07,-7
Ecuador,ECU,1994,0,52766.01434,1.14E-07,-7
Ecuador,ECU,1996,0,55403.44492,1.14E-07,-7
Ecuador,ECU,1997,0,54890.42329,1.14E-07,-7
Ecuador,ECU,1999,0,58589.2116,1.14E-07,-7
Ecuador,ECU,2000,0,59130.16449,1.14E-07,-7
Ecuador,ECU,2001,0,58301.00296,1.14E-07,-7
Ecuador,ECU,2002,0,61976.45444,1.14E-07,-7
Ecuador,ECU,2003,0,64465.8855,1.14E-07,-7
Ecuador,ECU,2004,0,66644.03948,1.14E-07,-7
Ecuador,ECU,2005,0,69675.18254,1.14E-07,-7
Ecuador,ECU,2006,0,71941.48896,1.14E-07,-7
Ecuador,ECU,2007,0,73885.01484,1.14E-07,-7
Ecuador,ECU,2008,0,75995.4789,1.14E-07,-7
Ecuador,ECU,2009,0,77379.15112,1.14E-07,-7
Ecuador,ECU,2010,0,79158.28428,1.14E-07,-7
Ecuador,ECU,2011,0,80414.4235,1.14E-07,-7
Ecuador,ECU,2012,0,81133.61738,1.14E-07,-7
Ecuador,ECU,2013,0,80850.29307,1.14E-07,-7
Ecuador,ECU,2015,0,82282.08542,1.14E-07,-7
Ecuador,ECU,2017,0,87369.65924,1.14E-07,-7
Egypt,EGY,1990,0,426099.3327,1.14E-07,-7
Egypt,EGY,1991,0,416903.8868,1.14E-07,-7
Egypt,EGY,1993,0,406355.5999,1.14E-07,-7
Egypt,EGY,1994,0,404418.4454,1.14E-07,-7
Egypt,EGY,1996,0,388455.0352,1.14E-07,-7
Egypt,EGY,1997,0,388968.6273,1.14E-07,-7
Egypt,EGY,1998,0,385603.3499,1.14E-07,-7
Egypt,EGY,1999,0,385748.6117,1.14E-07,-7
Egypt,EGY,2000,0,379707.4369,1.14E-07,-7
Egypt,EGY,2001,0,395125.6034,1.14E-07,-7
Egypt,EGY,2002,0,404364.7644,1.14E-07,-7
Egypt,EGY,2003,0,413008.0728,1.14E-07,-7
Egypt,EGY,2004,0,416574.1024,1.14E-07,-7
Egypt,EGY,2005,0,420485.2544,1.14E-07,-7
Egypt,EGY,2006,0,428391.3087,1.14E-07,-7
Egypt,EGY,2007,0,425983.6858,1.14E-07,-7
Egypt,EGY,2008,0,434475.0818,1.14E-07,-7
Egypt,EGY,2009,0,449041.9842,1.14E-07,-7
Egypt,EGY,2010,0,456679.6343,1.14E-07,-7
Egypt,EGY,2011,0,460488.1183,1.14E-07,-7
Egypt,EGY,2012,0,465046.8351,1.14E-07,-7
Egypt,EGY,2013,0,463347.6776,1.14E-07,-7
Egypt,EGY,2014,0,465931.7286,1.14E-07,-7
Egypt,EGY,2015,0,487543.8843,1.14E-07,-7
Egypt,EGY,2016,0,490717.4848,1.14E-07,-7
Egypt,EGY,2017,0,499504.2815,1.14E-07,-7
El Salvador,SLV,1990,0,32993.97379,1.14E-07,-7
El Salvador,SLV,1991,0,32645.70878,1.14E-07,-7
El Salvador,SLV,1992,0,32948.19314,1.14E-07,-7
El Salvador,SLV,1993,0,33090.90604,1.14E-07,-7
El Salvador,SLV,1994,0,34083.51431,1.14E-07,-7
El Salvador,SLV,1995,0,32825.63517,1.14E-07,-7
El Salvador,SLV,1996,0,33119.50285,1.14E-07,-7
El Salvador,SLV,1997,0,32995.02369,1.14E-07,-7
El Salvador,SLV,1998,0,33576.13008,1.14E-07,-7
El Salvador,SLV,1999,0,32879.87024,1.14E-07,-7
El Salvador,SLV,2000,0,32380.82113,1.14E-07,-7
El Salvador,SLV,2002,0,32297.62435,1.14E-07,-7
El Salvador,SLV,2003,0,33299.43316,1.14E-07,-7
El Salvador,SLV,2004,0,35042.92613,1.14E-07,-7
El Salvador,SLV,2005,0,36016.15271,1.14E-07,-7
El Salvador,SLV,2006,0,35564.77759,1.14E-07,-7
El Salvador,SLV,2007,0,37481.5034,1.14E-07,-7
El Salvador,SLV,2008,0,36911.7732,1.14E-07,-7
El Salvador,SLV,2009,0,38061.17551,1.14E-07,-7
El Salvador,SLV,2010,0,37556.67274,1.14E-07,-7
El Salvador,SLV,2011,0,38060.28587,1.14E-07,-7
El Salvador,SLV,2012,0,40038.98663,1.14E-07,-7
El Salvador,SLV,2013,0,41024.83736,1.14E-07,-7
El Salvador,SLV,2015,0,44420.76765,1.14E-07,-7
El Salvador,SLV,2016,0,41339.11725,1.14E-07,-7
Ethiopia,ETH,1990,0,844334.5435,1.14E-07,-7
Ethiopia,ETH,1991,0,853013.0033,1.14E-07,-7
Ethiopia,ETH,1992,0,867135.5877,1.14E-07,-7
Ethiopia,ETH,1993,0,881942.1868,1.14E-07,-7
Ethiopia,ETH,1994,0,898678.1572,1.14E-07,-7
Ethiopia,ETH,1995,0,910897.4117,1.14E-07,-7
Ethiopia,ETH,1996,0,911286.9032,1.14E-07,-7
Ethiopia,ETH,1997,0,909255.6649,1.14E-07,-7
Ethiopia,ETH,1998,0,910992.4815,1.14E-07,-7
Ethiopia,ETH,1999,0,940315.5343,1.14E-07,-7
Ethiopia,ETH,2000,0,937863.1742,1.14E-07,-7
Ethiopia,ETH,2001,0,866911.9926,1.14E-07,-7
Ethiopia,ETH,2002,0,845278.6108,1.14E-07,-7
Ethiopia,ETH,2003,0,827515.6438,1.14E-07,-7
Ethiopia,ETH,2004,0,803383.9479,1.14E-07,-7
Ethiopia,ETH,2005,0,775593.7719,1.14E-07,-7
Ethiopia,ETH,2006,0,748491.7944,1.14E-07,-7
Ethiopia,ETH,2007,0,715948.4334,1.14E-07,-7
Ethiopia,ETH,2008,0,685127.0785,1.14E-07,-7
Ethiopia,ETH,2009,0,658224.6496,1.14E-07,-7
Ethiopia,ETH,2010,0,631388.0823,1.14E-07,-7
Ethiopia,ETH,2011,0,607902.0975,1.14E-07,-7
Ethiopia,ETH,2012,0,588871.6536,1.14E-07,-7
Ethiopia,ETH,2013,0,573843.3903,1.14E-07,-7
Ethiopia,ETH,2014,0,561147.3576,1.14E-07,-7
Ethiopia,ETH,2015,0,551716.245,1.14E-07,-7
Ethiopia,ETH,2016,0,543883.623,1.14E-07,-7
Ethiopia,ETH,2017,0,536989.9966,1.14E-07,-7
Fiji,FJI,1990,0,4282.678946,1.14E-07,-7
Fiji,FJI,1991,0,4381.214504,1.14E-07,-7
Fiji,FJI,1992,0,4448.893245,1.14E-07,-7
Fiji,FJI,1993,0,4612.497681,1.14E-07,-7
Fiji,FJI,1994,0,4751.160954,1.14E-07,-7
Fiji,FJI,1995,0,4910.494886,1.14E-07,-7
Fiji,FJI,1996,0,5088.961936,1.14E-07,-7
Fiji,FJI,1997,0,5397.469691,1.14E-07,-7
Fiji,FJI,1998,0,5407.209902,1.14E-07,-7
Fiji,FJI,1999,0,5648.797227,1.14E-07,-7
Fiji,FJI,2000,0,5769.639916,1.14E-07,-7
Fiji,FJI,2001,0,5737.544795,1.14E-07,-7
Fiji,FJI,2002,0,5796.258577,1.14E-07,-7
Fiji,FJI,2003,0,5891.328348,1.14E-07,-7
Fiji,FJI,2004,0,5911.248613,1.14E-07,-7
Fiji,FJI,2005,0,6063.296447,1.14E-07,-7
Fiji,FJI,2006,0,6219.922758,1.14E-07,-7
Fiji,FJI,2007,0,6393.542735,1.14E-07,-7
Fiji,FJI,2008,0,6536.25517,1.14E-07,-7
Fiji,FJI,2009,0,6525.162551,1.14E-07,-7
Fiji,FJI,2010,0,6624.038981,1.14E-07,-7
Fiji,FJI,2011,0,6705.290158,1.14E-07,-7
Fiji,FJI,2012,0,6825.788275,1.14E-07,-7
Fiji,FJI,2013,0,6918.392041,1.14E-07,-7
Fiji,FJI,2014,0,7001.750529,1.14E-07,-7
Fiji,FJI,2015,0,7088.388453,1.14E-07,-7
Fiji,FJI,2016,0,7217.706044,1.14E-07,-7
Fiji,FJI,2017,0,7252.523883,1.14E-07,-7
France,FRA,1990,0,526662.1631,1.14E-07,-7
France,FRA,1992,0,526673.1518,1.14E-07,-7
France,FRA,1993,0,530048.5415,1.14E-07,-7
France,FRA,1994,0,526205.3353,1.14E-07,-7
France,FRA,1995,0,525846.7516,1.14E-07,-7
France,FRA,1996,0,524078.081,1.14E-07,-7
France,FRA,1997,0,519277.869,1.14E-07,-7
France,FRA,1998,0,529958.3285,1.14E-07,-7
France,FRA,1999,0,531201.9573,1.14E-07,-7
France,FRA,2000,0,525410.3407,1.14E-07,-7
France,FRA,2001,0,529461.5438,1.14E-07,-7
France,FRA,2002,0,534718.5494,1.14E-07,-7
France,FRA,2003,0,538316.0404,1.14E-07,-7
France,FRA,2004,0,516919.8516,1.14E-07,-7
France,FRA,2005,0,522163.6583,1.14E-07,-7
France,FRA,2006,0,522431.1231,1.14E-07,-7
France,FRA,2007,0,523768.89,1.14E-07,-7
France,FRA,2008,0,533637.9408,1.14E-07,-7
France,FRA,2009,0,542991.5213,1.14E-07,-7
France,FRA,2010,0,543965.9396,1.14E-07,-7
France,FRA,2011,0,548809.7278,1.14E-07,-7
France,FRA,2012,0,554168.7097,1.14E-07,-7
France,FRA,2013,0,554464.2933,1.14E-07,-7
France,FRA,2014,0,551885.019,1.14E-07,-7
France,FRA,2015,0,563985.8912,1.14E-07,-7
France,FRA,2016,0,568373.1921,1.14E-07,-7
France,FRA,2017,0,579163.2917,1.14E-07,-7
Georgia,GEO,1990,0,52949.11664,1.14E-07,-7
Georgia,GEO,1992,0,53621.55462,1.14E-07,-7
Georgia,GEO,1993,0,52998.23654,1.14E-07,-7
Georgia,GEO,1994,0,51558.40576,1.14E-07,-7
Georgia,GEO,1995,0,48124.46145,1.14E-07,-7
Georgia,GEO,1996,0,45859.70197,1.14E-07,-7
Georgia,GEO,1997,0,44942.59425,1.14E-07,-7
Georgia,GEO,1998,0,44527.90105,1.14E-07,-7
Georgia,GEO,1999,0,43859.72301,1.14E-07,-7
Georgia,GEO,2000,0,43924.35127,1.14E-07,-7
Georgia,GEO,2001,0,45123.98033,1.14E-07,-7
Georgia,GEO,2003,0,47716.84954,1.14E-07,-7
Georgia,GEO,2004,0,46529.62535,1.14E-07,-7
Georgia,GEO,2005,0,45013.18263,1.14E-07,-7
Georgia,GEO,2006,0,44365.14827,1.14E-07,-7
Georgia,GEO,2007,0,44703.55165,1.14E-07,-7
Georgia,GEO,2008,0,47657.49475,1.14E-07,-7
Georgia,GEO,2009,0,49029.80007,1.14E-07,-7
Georgia,GEO,2010,0,49265.70058,1.14E-07,-7
Georgia,GEO,2011,0,49278.49167,1.14E-07,-7
Georgia,GEO,2012,0,48960.06208,1.14E-07,-7
Georgia,GEO,2013,0,48256.55041,1.14E-07,-7
Georgia,GEO,2014,0,48931.33326,1.14E-07,-7
Georgia,GEO,2015,0,50317.29887,1.14E-07,-7
Georgia,GEO,2016,0,51060.06288,1.14E-07,-7
Georgia,GEO,2017,0,50563.74203,1.14E-07,-7
Ghana,GHA,1990,0,144626.4539,1.14E-07,-7
Ghana,GHA,1991,0,146403.4379,1.14E-07,-7
Ghana,GHA,1992,0,148462.1173,1.14E-07,-7
Ghana,GHA,1993,0,150633.0367,1.14E-07,-7
Ghana,GHA,1994,0,156311.963,1.14E-07,-7
Ghana,GHA,1995,0,158754.885,1.14E-07,-7
Ghana,GHA,1996,0,163076.2169,1.14E-07,-7
Ghana,GHA,1997,0,169554.2224,1.14E-07,-7
Ghana,GHA,1998,0,171901.1197,1.14E-07,-7
Ghana,GHA,1999,0,176379.2049,1.14E-07,-7
Ghana,GHA,2000,0,180675.9837,1.14E-07,-7
Ghana,GHA,2001,0,185681.1358,1.14E-07,-7
Ghana,GHA,2002,0,189345.7353,1.14E-07,-7
Ghana,GHA,2003,0,192494.5642,1.14E-07,-7
Ghana,GHA,2004,0,195168.532,1.14E-07,-7
Ghana,GHA,2005,0,197809.8445,1.14E-07,-7
Ghana,GHA,2006,0,200207.9018,1.14E-07,-7
Ghana,GHA,2007,0,202141.5834,1.14E-07,-7
Ghana,GHA,2008,0,202676.1019,1.14E-07,-7
Ghana,GHA,2009,0,203796.87,1.14E-07,-7
Ghana,GHA,2010,0,204522.0131,1.14E-07,-7
Ghana,GHA,2011,0,202559.3202,1.14E-07,-7
Ghana,GHA,2012,0,200498.5395,1.14E-07,-7
Ghana,GHA,2013,0,200069.4808,1.14E-07,-7
Ghana,GHA,2014,0,200813.9573,1.14E-07,-7
Ghana,GHA,2015,0,202411.8204,1.14E-07,-7
Ghana,GHA,2016,0,203062.9754,1.14E-07,-7
Ghana,GHA,2017,0,201638.6518,1.14E-07,-7
Greece,GRC,1991,0,89543.56853,1.14E-07,-7
Greece,GRC,1992,0,91889.23661,1.14E-07,-7
Greece,GRC,1993,0,91072.4515,1.14E-07,-7
Greece,GRC,1994,0,91511.41654,1.14E-07,-7
Greece,GRC,1996,0,94052.78269,1.14E-07,-7
Greece,GRC,1997,0,93790.47553,1.14E-07,-7
Greece,GRC,1998,0,95401.33413,1.14E-07,-7
Greece,GRC,2000,0,98045.5507,1.14E-07,-7
Greece,GRC,2001,0,98689.01255,1.14E-07,-7
Greece,GRC,2002,0,99890.90886,1.14E-07,-7
Greece,GRC,2003,0,102488.4857,1.14E-07,-7
Greece,GRC,2004,0,104014.3201,1.14E-07,-7
Greece,GRC,2005,0,103690.5524,1.14E-07,-7
Greece,GRC,2006,0,102511.6815,1.14E-07,-7
Greece,GRC,2007,0,106295.0349,1.14E-07,-7
Greece,GRC,2009,0,104316.8308,1.14E-07,-7
Greece,GRC,2010,0,104890.6094,1.14E-07,-7
Greece,GRC,2011,0,108474.1347,1.14E-07,-7
Greece,GRC,2012,0,111893.0142,1.14E-07,-7
Greece,GRC,2013,0,110177.1118,1.14E-07,-7
Greece,GRC,2016,0,117594.1347,1.14E-07,-7
Guatemala,GTM,1990,0,68668.67792,1.14E-07,-7
Guatemala,GTM,1992,0,73096.38597,1.14E-07,-7
Guatemala,GTM,1994,0,72764.70249,1.14E-07,-7
Guatemala,GTM,1995,0,66044.23189,1.14E-07,-7
Guatemala,GTM,1996,0,63051.55888,1.14E-07,-7
Guatemala,GTM,1997,0,66076.44702,1.14E-07,-7
Guatemala,GTM,1998,0,67362.60789,1.14E-07,-7
Guatemala,GTM,2000,0,66294.08466,1.14E-07,-7
Guatemala,GTM,2001,0,66099.24046,1.14E-07,-7
Guatemala,GTM,2002,0,65459.69448,1.14E-07,-7
Guatemala,GTM,2003,0,67106.45701,1.14E-07,-7
Guatemala,GTM,2004,0,68104.02237,1.14E-07,-7
Guatemala,GTM,2005,0,71110.64553,1.14E-07,-7
Guatemala,GTM,2006,0,71333.75016,1.14E-07,-7
Guatemala,GTM,2007,0,69343.6654,1.14E-07,-7
Guatemala,GTM,2008,0,69500.42498,1.14E-07,-7
Guatemala,GTM,2009,0,72609.41626,1.14E-07,-7
Guatemala,GTM,2010,0,73022.70852,1.14E-07,-7
Guatemala,GTM,2014,0,79233.62854,1.14E-07,-7
Guatemala,GTM,2015,0,81514.44525,1.14E-07,-7
Guatemala,GTM,2016,0,86070.75974,1.14E-07,-7
Guinea,GIN,1990,0,110427.603,1.14E-07,-7
Guinea,GIN,1991,0,112211.0045,1.14E-07,-7
Guinea,GIN,1992,0,114302.178,1.14E-07,-7
Guinea,GIN,1993,0,115371.7413,1.14E-07,-7
Guinea,GIN,1994,0,117615.7265,1.14E-07,-7
Guinea,GIN,1995,0,118534.8164,1.14E-07,-7
Guinea,GIN,1996,0,118249.5482,1.14E-07,-7
Guinea,GIN,1997,0,119058.1222,1.14E-07,-7
Guinea,GIN,1998,0,120102.5687,1.14E-07,-7
Guinea,GIN,1999,0,120374.0132,1.14E-07,-7
Guinea,GIN,2000,0,121280.511,1.14E-07,-7
Guinea,GIN,2001,0,120201.9257,1.14E-07,-7
Guinea,GIN,2002,0,119538.6747,1.14E-07,-7
Guinea,GIN,2003,0,119165.8261,1.14E-07,-7
Guinea,GIN,2004,0,119136.251,1.14E-07,-7
Guinea,GIN,2005,0,119080.2402,1.14E-07,-7
Guinea,GIN,2006,0,119315.6587,1.14E-07,-7
Guinea,GIN,2007,0,119222.8082,1.14E-07,-7
Guinea,GIN,2008,0,118161.0808,1.14E-07,-7
Guinea,GIN,2009,0,117913.1461,1.14E-07,-7
Guinea,GIN,2010,0,116838.1799,1.14E-07,-7
Guinea,GIN,2011,0,115716.5041,1.14E-07,-7
Guinea,GIN,2012,0,114830.6066,1.14E-07,-7
Guinea,GIN,2013,0,113882.2217,1.14E-07,-7
Guinea,GIN,2014,0,116270.5057,1.14E-07,-7
Guinea,GIN,2015,0,113192.5713,1.14E-07,-7
Guinea,GIN,2016,0,109946.2734,1.14E-07,-7
Guinea,GIN,2017,0,108465.6338,1.14E-07,-7
Haiti,HTI,1990,0,82401.9849,1.14E-07,-7
Haiti,HTI,1991,0,83415.48495,1.14E-07,-7
Haiti,HTI,1992,0,83950.30136,1.14E-07,-7
Haiti,HTI,1993,0,87128.3197,1.14E-07,-7
Haiti,HTI,1995,0,87586.31585,1.14E-07,-7
Haiti,HTI,1996,0,87949.10611,1.14E-07,-7
Haiti,HTI,1997,0,88395.24395,1.14E-07,-7
Haiti,HTI,1998,0,88171.60654,1.14E-07,-7
Haiti,HTI,1999,0,87865.77338,1.14E-07,-7
Haiti,HTI,2000,0,87245.14522,1.14E-07,-7
Haiti,HTI,2001,0,87017.53607,1.14E-07,-7
Haiti,HTI,2002,0,86870.7299,1.14E-07,-7
Haiti,HTI,2003,0,87190.20734,1.14E-07,-7
Haiti,HTI,2004,0,90266.20848,1.14E-07,-7
Haiti,HTI,2005,0,87998.54158,1.14E-07,-7
Haiti,HTI,2006,0,88373.65579,1.14E-07,-7
Haiti,HTI,2007,0,88825.28436,1.14E-07,-7
Haiti,HTI,2008,0,89809.00616,1.14E-07,-7
Haiti,HTI,2009,0,89406.2487,1.14E-07,-7
Haiti,HTI,2011,0,90731.54162,1.14E-07,-7
Haiti,HTI,2012,0,88862.15954,1.14E-07,-7
Haiti,HTI,2013,0,88377.04624,1.14E-07,-7
Haiti,HTI,2014,0,88350.40078,1.14E-07,-7
