Country,Code,Year,Death_earthquake,Death_total,Death_rate,log_Death_rate
Syria,SYR,2015,0,125558.2043,1.14E-07,-7
Syria,SYR,2016,0,127134.3236,1.14E-07,-7
Syria,SYR,2017,0,114382.6835,1.14E-07,-7
Tajikistan,TJK,1990,0,39211.90477,1.14E-07,-7
Tajikistan,TJK,1991,0,39745.75236,1.14E-07,-7
Tajikistan,TJK,1992,0,46435.89282,1.14E-07,-7
Tajikistan,TJK,1993,0,57323.86984,1.14E-07,-7
Tajikistan,TJK,1994,0,43075.63054,1.14E-07,-7
Tajikistan,TJK,1995,0,42771.71694,1.14E-07,-7
Tajikistan,TJK,1996,0,44531.7117,1.14E-07,-7
Tajikistan,TJK,1997,0,40332.17738,1.14E-07,-7
Tajikistan,TJK,1998,0,39582.29879,1.14E-07,-7
Tajikistan,TJK,1999,0,37936.08562,1.14E-07,-7
Tajikistan,TJK,2000,0,37392.33881,1.14E-07,-7
Tajikistan,TJK,2001,0,37135.0173,1.14E-07,-7
Tajikistan,TJK,2003,0,36331.18128,1.14E-07,-7
Tajikistan,TJK,2004,0,36293.64306,1.14E-07,-7
Tajikistan,TJK,2005,0,37159.49994,1.14E-07,-7
Tajikistan,TJK,2008,0,39200.41292,1.14E-07,-7
Tajikistan,TJK,2009,0,40065.71457,1.14E-07,-7
Tajikistan,TJK,2010,0,41145.81449,1.14E-07,-7
Tajikistan,TJK,2011,0,42076.56224,1.14E-07,-7
Tajikistan,TJK,2013,0,43629.69271,1.14E-07,-7
Tajikistan,TJK,2014,0,44756.45094,1.14E-07,-7
Tajikistan,TJK,2016,0,47321.4827,1.14E-07,-7
Tajikistan,TJK,2017,0,47993.9863,1.14E-07,-7
Tanzania,TZA,1990,0,328727.5354,1.14E-07,-7
Tanzania,TZA,1991,0,341448.8309,1.14E-07,-7
Tanzania,TZA,1992,0,356686.8019,1.14E-07,-7
Tanzania,TZA,1993,0,369330.6424,1.14E-07,-7
Tanzania,TZA,1994,0,383984.772,1.14E-07,-7
Tanzania,TZA,1995,0,396388.4082,1.14E-07,-7
Tanzania,TZA,1996,0,407267.184,1.14E-07,-7
Tanzania,TZA,1997,0,417096.1397,1.14E-07,-7
Tanzania,TZA,1998,0,422332.5822,1.14E-07,-7
Tanzania,TZA,1999,0,425519.5975,1.14E-07,-7
Tanzania,TZA,2000,0,425207.3941,1.14E-07,-7
Tanzania,TZA,2001,0,423105.7855,1.14E-07,-7
Tanzania,TZA,2003,0,417374.6297,1.14E-07,-7
Tanzania,TZA,2004,0,414704.3063,1.14E-07,-7
Tanzania,TZA,2005,0,412040.6452,1.14E-07,-7
Tanzania,TZA,2006,0,408732.6131,1.14E-07,-7
Tanzania,TZA,2007,0,402107.7712,1.14E-07,-7
Tanzania,TZA,2008,0,395767.7819,1.14E-07,-7
Tanzania,TZA,2009,0,392363.7284,1.14E-07,-7
Tanzania,TZA,2010,0,386480.6701,1.14E-07,-7
Tanzania,TZA,2011,0,381520.1779,1.14E-07,-7
Tanzania,TZA,2012,0,371583.4854,1.14E-07,-7
Tanzania,TZA,2013,0,362838.0959,1.14E-07,-7
Tanzania,TZA,2014,0,353458.1909,1.14E-07,-7
Tanzania,TZA,2015,0,347563.5262,1.14E-07,-7
Thailand,THA,1990,0,316017.8206,1.14E-07,-7
Thailand,THA,1991,0,326643.6803,1.14E-07,-7
Thailand,THA,1992,0,337713.8565,1.14E-07,-7
Thailand,THA,1993,0,353532.9731,1.14E-07,-7
Thailand,THA,1994,0,366528.1822,1.14E-07,-7
Thailand,THA,1995,0,381629.7232,1.14E-07,-7
Thailand,THA,1996,0,397615.3832,1.14E-07,-7
Thailand,THA,1997,0,385178.2477,1.14E-07,-7
Thailand,THA,1998,0,386279.0425,1.14E-07,-7
Thailand,THA,1999,0,400643.1471,1.14E-07,-7
Thailand,THA,2000,0,399906.61,1.14E-07,-7
Thailand,THA,2001,0,388641.9754,1.14E-07,-7
Thailand,THA,2002,0,392062.0507,1.14E-07,-7
Thailand,THA,2003,0,386124.7137,1.14E-07,-7
Thailand,THA,2004,0,391953.0608,1.14E-07,-7
Thailand,THA,2005,0,379243.4282,1.14E-07,-7
Thailand,THA,2006,0,377747.5044,1.14E-07,-7
Thailand,THA,2007,0,378887.238,1.14E-07,-7
Thailand,THA,2008,0,380669.6317,1.14E-07,-7
Thailand,THA,2009,0,380870.0075,1.14E-07,-7
Thailand,THA,2010,0,391204.7357,1.14E-07,-7
Thailand,THA,2011,0,397313.8487,1.14E-07,-7
Thailand,THA,2012,0,400959.5964,1.14E-07,-7
Thailand,THA,2013,0,405645.5048,1.14E-07,-7
Thailand,THA,2015,0,430565.01,1.14E-07,-7
Thailand,THA,2016,0,452532.5538,1.14E-07,-7
Thailand,THA,2017,0,467227.9825,1.14E-07,-7
Trinidad and Tobago,TTO,1990,0,8282.647163,1.14E-07,-7
Trinidad and Tobago,TTO,1991,0,8353.596676,1.14E-07,-7
Trinidad and Tobago,TTO,1992,0,8644.677867,1.14E-07,-7
Trinidad and Tobago,TTO,1993,0,9067.475605,1.14E-07,-7
Trinidad and Tobago,TTO,1994,0,9418.226572,1.14E-07,-7
Trinidad and Tobago,TTO,1995,0,9289.227097,1.14E-07,-7
Trinidad and Tobago,TTO,1996,0,9547.115187,1.14E-07,-7
Trinidad and Tobago,TTO,1997,0,9347.177783,1.14E-07,-7
Trinidad and Tobago,TTO,1998,0,9734.174358,1.14E-07,-7
Trinidad and Tobago,TTO,1999,0,10025.28518,1.14E-07,-7
Trinidad and Tobago,TTO,2000,0,9768.839097,1.14E-07,-7
Trinidad and Tobago,TTO,2001,0,9795.553302,1.14E-07,-7
Trinidad and Tobago,TTO,2002,0,9658.695092,1.14E-07,-7
Trinidad and Tobago,TTO,2003,0,9910.872819,1.14E-07,-7
Trinidad and Tobago,TTO,2004,0,9892.444981,1.14E-07,-7
Trinidad and Tobago,TTO,2005,0,9880.76968,1.14E-07,-7
Trinidad and Tobago,TTO,2007,0,9794.487929,1.14E-07,-7
Trinidad and Tobago,TTO,2008,0,10279.73433,1.14E-07,-7
Trinidad and Tobago,TTO,2009,0,10094.35078,1.14E-07,-7
Trinidad and Tobago,TTO,2010,0,9902.854929,1.14E-07,-7
Trinidad and Tobago,TTO,2011,0,9586.702996,1.14E-07,-7
Trinidad and Tobago,TTO,2012,0,9717.719732,1.14E-07,-7
Trinidad and Tobago,TTO,2013,0,10180.46037,1.14E-07,-7
Trinidad and Tobago,TTO,2014,0,10442.73163,1.14E-07,-7
Trinidad and Tobago,TTO,2015,0,10685.0433,1.14E-07,-7
Trinidad and Tobago,TTO,2016,0,11124.77252,1.14E-07,-7
Trinidad and Tobago,TTO,2017,0,11408.59116,1.14E-07,-7
Tunisia,TUN,1990,0,44146.38404,1.14E-07,-7
Tunisia,TUN,1991,0,45021.67399,1.14E-07,-7
Tunisia,TUN,1992,0,46007.37782,1.14E-07,-7
Tunisia,TUN,1993,0,46796.66104,1.14E-07,-7
Tunisia,TUN,1994,0,47448.64126,1.14E-07,-7
Tunisia,TUN,1995,0,48290.38055,1.14E-07,-7
Tunisia,TUN,1996,0,48400.46547,1.14E-07,-7
Tunisia,TUN,1997,0,49942.00913,1.14E-07,-7
Tunisia,TUN,1998,0,50654.36138,1.14E-07,-7
Tunisia,TUN,1999,0,50819.85025,1.14E-07,-7
Tunisia,TUN,2000,0,50739.77279,1.14E-07,-7
Tunisia,TUN,2001,0,50888.7203,1.14E-07,-7
Tunisia,TUN,2002,0,51213.82915,1.14E-07,-7
Tunisia,TUN,2003,0,51135.41288,1.14E-07,-7
Tunisia,TUN,2004,0,51361.85979,1.14E-07,-7
Tunisia,TUN,2005,0,51993.20334,1.14E-07,-7
Tunisia,TUN,2006,0,52655.81736,1.14E-07,-7
Tunisia,TUN,2007,0,53494.53116,1.14E-07,-7
Tunisia,TUN,2008,0,54377.25453,1.14E-07,-7
Tunisia,TUN,2009,0,55434.14869,1.14E-07,-7
Tunisia,TUN,2010,0,56492.70961,1.14E-07,-7
Tunisia,TUN,2011,0,58144.96071,1.14E-07,-7
Tunisia,TUN,2012,0,58973.03565,1.14E-07,-7
Tunisia,TUN,2013,0,60457.36858,1.14E-07,-7
Tunisia,TUN,2014,0,61944.24059,1.14E-07,-7
Tunisia,TUN,2015,0,63478.23886,1.14E-07,-7
Tunisia,TUN,2016,0,64890.89621,1.14E-07,-7
Tunisia,TUN,2017,0,66264.22208,1.14E-07,-7
Turkey,TUR,1990,0,370296.5261,1.14E-07,-7
Turkey,TUR,1993,0,371435.3105,1.14E-07,-7
Turkey,TUR,1994,0,377444.0037,1.14E-07,-7
Turkey,TUR,1996,0,368657.9861,1.14E-07,-7
Turkey,TUR,1997,0,363017.0652,1.14E-07,-7
Turkey,TUR,2001,0,328301.827,1.14E-07,-7
Turkey,TUR,2006,0,325998.5215,1.14E-07,-7
Turkey,TUR,2007,0,327708.6477,1.14E-07,-7
Turkey,TUR,2008,0,332335.6864,1.14E-07,-7
Turkey,TUR,2009,0,349927.7432,1.14E-07,-7
Turkey,TUR,2012,0,373812.8964,1.14E-07,-7
Turkey,TUR,2013,0,384165.1584,1.14E-07,-7
Turkey,TUR,2014,0,394673.4865,1.14E-07,-7
Turkey,TUR,2015,0,397381.6471,1.14E-07,-7
Turkey,TUR,2016,0,398970.4241,1.14E-07,-7
Turkmenistan,TKM,1990,0,26600.35717,1.14E-07,-7
Turkmenistan,TKM,1991,0,27011.37631,1.14E-07,-7
Turkmenistan,TKM,1992,0,27693.69256,1.14E-07,-7
Turkmenistan,TKM,1993,0,29408.42604,1.14E-07,-7
Turkmenistan,TKM,1994,0,30257.69883,1.14E-07,-7
Turkmenistan,TKM,1995,0,30623.31737,1.14E-07,-7
Turkmenistan,TKM,1996,0,31341.82655,1.14E-07,-7
Turkmenistan,TKM,1997,0,31460.76284,1.14E-07,-7
Turkmenistan,TKM,1998,0,30979.7198,1.14E-07,-7
Turkmenistan,TKM,1999,0,30126.84226,1.14E-07,-7
Turkmenistan,TKM,2001,0,29130.55077,1.14E-07,-7
Turkmenistan,TKM,2002,0,29881.32568,1.14E-07,-7
Turkmenistan,TKM,2003,0,30875.55748,1.14E-07,-7
Turkmenistan,TKM,2004,0,32267.85942,1.14E-07,-7
Turkmenistan,TKM,2005,0,33644.56595,1.14E-07,-7
Turkmenistan,TKM,2006,0,33877.94813,1.14E-07,-7
Turkmenistan,TKM,2007,0,33519.63468,1.14E-07,-7
Turkmenistan,TKM,2008,0,32425.3836,1.14E-07,-7
Turkmenistan,TKM,2009,0,30516.05011,1.14E-07,-7
Turkmenistan,TKM,2010,0,29543.31403,1.14E-07,-7
Turkmenistan,TKM,2011,0,29720.87354,1.14E-07,-7
Turkmenistan,TKM,2012,0,30274.24685,1.14E-07,-7
Turkmenistan,TKM,2013,0,31186.26198,1.14E-07,-7
Turkmenistan,TKM,2014,0,31916.29056,1.14E-07,-7
Turkmenistan,TKM,2015,0,32205.17127,1.14E-07,-7
Turkmenistan,TKM,2016,0,32520.11942,1.14E-07,-7
Turkmenistan,TKM,2017,0,32991.73327,1.14E-07,-7
Uganda,UGA,1990,0,296824.6979,1.14E-07,-7
Uganda,UGA,1991,0,307209.6062,1.14E-07,-7
Uganda,UGA,1992,0,315741.5808,1.14E-07,-7
Uganda,UGA,1993,0,324019.1998,1.14E-07,-7
Uganda,UGA,1995,0,335668.4493,1.14E-07,-7
Uganda,UGA,1996,0,341903.7142,1.14E-07,-7
Uganda,UGA,1997,0,344843.405,1.14E-07,-7
Uganda,UGA,1998,0,349098.4835,1.14E-07,-7
Uganda,UGA,1999,0,348825.9255,1.14E-07,-7
Uganda,UGA,2000,0,350115.4718,1.14E-07,-7
Uganda,UGA,2001,0,346284.0169,1.14E-07,-7
Uganda,UGA,2002,0,344954.0554,1.14E-07,-7
Uganda,UGA,2003,0,341430.0617,1.14E-07,-7
Uganda,UGA,2004,0,334722.5983,1.14E-07,-7
Uganda,UGA,2005,0,323823.9559,1.14E-07,-7
Uganda,UGA,2006,0,313935.5714,1.14E-07,-7
Uganda,UGA,2007,0,305864.6531,1.14E-07,-7
Uganda,UGA,2008,0,297097.608,1.14E-07,-7
Uganda,UGA,2009,0,288995.1136,1.14E-07,-7
Uganda,UGA,2010,0,281602.8469,1.14E-07,-7
Uganda,UGA,2011,0,272022.3534,1.14E-07,-7
Uganda,UGA,2012,0,263001.0479,1.14E-07,-7
Uganda,UGA,2013,0,254362.9421,1.14E-07,-7
Uganda,UGA,2014,0,246068.6217,1.14E-07,-7
Uganda,UGA,2015,0,237472.1638,1.14E-07,-7
Uganda,UGA,2016,0,234260.8401,1.14E-07,-7
Uganda,UGA,2017,0,232630.5443,1.14E-07,-7
Ukraine,UKR,1990,0,631888.1738,1.14E-07,-7
Ukraine,UKR,1991,0,667508.8471,1.14E-07,-7
Ukraine,UKR,1992,0,701177.5419,1.14E-07,-7
Ukraine,UKR,1993,0,734224.4493,1.14E-07,-7
Ukraine,UKR,1994,0,767211.3285,1.14E-07,-7
Ukraine,UKR,1995,0,821932.3721,1.14E-07,-7
Ukraine,UKR,1996,0,801500.018,1.14E-07,-7
Ukraine,UKR,1997,0,756332.9553,1.14E-07,-7
Ukraine,UKR,1998,0,710762.5032,1.14E-07,-7
Ukraine,UKR,1999,0,734988.5924,1.14E-07,-7
Ukraine,UKR,2000,0,756036.8308,1.14E-07,-7
Ukraine,UKR,2001,0,745057.4201,1.14E-07,-7
Ukraine,UKR,2002,0,755536.9364,1.14E-07,-7
Ukraine,UKR,2003,0,754312.9486,1.14E-07,-7
Ukraine,UKR,2004,0,765759.5191,1.14E-07,-7
Ukraine,UKR,2005,0,777108.8815,1.14E-07,-7
Ukraine,UKR,2006,0,745196.9013,1.14E-07,-7
Ukraine,UKR,2007,0,761279.8791,1.14E-07,-7
Ukraine,UKR,2008,0,759079.4328,1.14E-07,-7
Ukraine,UKR,2009,0,694681.8651,1.14E-07,-7
Ukraine,UKR,2010,0,676110.8414,1.14E-07,-7
Ukraine,UKR,2011,0,654092.6523,1.14E-07,-7
Ukraine,UKR,2012,0,656768.3728,1.14E-07,-7
Ukraine,UKR,2013,0,651399.6006,1.14E-07,-7
Ukraine,UKR,2014,0,634738.1372,1.14E-07,-7
Ukraine,UKR,2015,0,743448.9561,1.14E-07,-7
Ukraine,UKR,2016,0,723526.8689,1.14E-07,-7
Ukraine,UKR,2017,0,689878.8076,1.14E-07,-7
United Kingdom,GBR,1990,0,645969.8755,1.14E-07,-7
United Kingdom,GBR,1991,0,642772.2766,1.14E-07,-7
United Kingdom,GBR,1992,0,638012.0273,1.14E-07,-7
United Kingdom,GBR,1993,0,648637.2664,1.14E-07,-7
United Kingdom,GBR,1994,0,633924.3232,1.14E-07,-7
United Kingdom,GBR,1995,0,640405.39,1.14E-07,-7
United Kingdom,GBR,1996,0,634792.1208,1.14E-07,-7
United Kingdom,GBR,1997,0,626849.3521,1.14E-07,-7
United Kingdom,GBR,1998,0,625570.7101,1.14E-07,-7
United Kingdom,GBR,1999,0,621694.7669,1.14E-07,-7
United Kingdom,GBR,2000,0,609394.4249,1.14E-07,-7
United Kingdom,GBR,2001,0,602829.8797,1.14E-07,-7
United Kingdom,GBR,2002,0,606323.2554,1.14E-07,-7
United Kingdom,GBR,2003,0,605220.6642,1.14E-07,-7
United Kingdom,GBR,2004,0,585062.8456,1.14E-07,-7
United Kingdom,GBR,2005,0,578275.9054,1.14E-07,-7
United Kingdom,GBR,2006,0,578297.5681,1.14E-07,-7
United Kingdom,GBR,2007,0,573638.6163,1.14E-07,-7
United Kingdom,GBR,2008,0,576822.246,1.14E-07,-7
United Kingdom,GBR,2009,0,567135.9383,1.14E-07,-7
United Kingdom,GBR,2010,0,566793.6651,1.14E-07,-7
United Kingdom,GBR,2011,0,562755.8458,1.14E-07,-7
United Kingdom,GBR,2012,0,568121.242,1.14E-07,-7
United Kingdom,GBR,2013,0,578657.0911,1.14E-07,-7
United Kingdom,GBR,2014,0,578075.8872,1.14E-07,-7
United Kingdom,GBR,2015,0,593995.3743,1.14E-07,-7
United Kingdom,GBR,2016,0,602752.8381,1.14E-07,-7
United Kingdom,GBR,2017,0,608261.5054,1.14E-07,-7
United States,USA,1990,0,2140100.388,1.14E-07,-7
United States,USA,1993,0,2252148.135,1.14E-07,-7
United States,USA,1995,0,2319125.396,1.14E-07,-7
United States,USA,1996,0,2315323.361,1.14E-07,-7
United States,USA,1997,0,2311945.966,1.14E-07,-7
United States,USA,1998,0,2330849.963,1.14E-07,-7
United States,USA,1999,0,2376307.1,1.14E-07,-7
United States,USA,2000,0,2397110.704,1.14E-07,-7
United States,USA,2002,0,2441249.698,1.14E-07,-7
United States,USA,2004,0,2415981.29,1.14E-07,-7
United States,USA,2005,0,2454896.557,1.14E-07,-7
United States,USA,2006,0,2453660.068,1.14E-07,-7
United States,USA,2008,0,2472884.713,1.14E-07,-7
United States,USA,2009,0,2480253.74,1.14E-07,-7
United States,USA,2010,0,2481450.283,1.14E-07,-7
United States,USA,2011,0,2533382.11,1.14E-07,-7
United States,USA,2012,0,2562235.388,1.14E-07,-7
United States,USA,2015,0,2714489.88,1.14E-07,-7
United States,USA,2016,0,2793730.299,1.14E-07,-7
United States,USA,2017,0,2857692.988,1.14E-07,-7
Uzbekistan,UZB,1990,0,128718.945,1.14E-07,-7
Uzbekistan,UZB,1991,0,132501.8858,1.14E-07,-7
Uzbekistan,UZB,1992,0,138067.4745,1.14E-07,-7
Uzbekistan,UZB,1993,0,144969.9768,1.14E-07,-7
Uzbekistan,UZB,1994,0,149766.2556,1.14E-07,-7
Uzbekistan,UZB,1995,0,150460.6514,1.14E-07,-7
Uzbekistan,UZB,1996,0,151760.3158,1.14E-07,-7
Uzbekistan,UZB,1997,0,153756.6396,1.14E-07,-7
Uzbekistan,UZB,1998,0,158248.9324,1.14E-07,-7
Uzbekistan,UZB,1999,0,159559.1835,1.14E-07,-7
Uzbekistan,UZB,2000,0,162478.3187,1.14E-07,-7
Uzbekistan,UZB,2001,0,166282.1342,1.14E-07,-7
Uzbekistan,UZB,2002,0,171921.1807,1.14E-07,-7
Uzbekistan,UZB,2003,0,177739.1036,1.14E-07,-7
Uzbekistan,UZB,2004,0,184773.2531,1.14E-07,-7
Uzbekistan,UZB,2005,0,189429.7694,1.14E-07,-7
Uzbekistan,UZB,2006,0,186397.7622,1.14E-07,-7
Uzbekistan,UZB,2007,0,186477.8366,1.14E-07,-7
Uzbekistan,UZB,2008,0,187830.8784,1.14E-07,-7
Uzbekistan,UZB,2009,0,186959.2936,1.14E-07,-7
Uzbekistan,UZB,2010,0,187328.3474,1.14E-07,-7
Uzbekistan,UZB,2012,0,193137.3183,1.14E-07,-7
Uzbekistan,UZB,2013,0,196287.227,1.14E-07,-7
Uzbekistan,UZB,2014,0,198373.6225,1.14E-07,-7
Uzbekistan,UZB,2015,0,200300.806,1.14E-07,-7
Uzbekistan,UZB,2016,0,202638.5361,1.14E-07,-7
Uzbekistan,UZB,2017,0,205264.8444,1.14E-07,-7
Vanuatu,VUT,1990,0,1127.865283,1.14E-07,-7
Vanuatu,VUT,1991,0,1147.463318,1.14E-07,-7
Vanuatu,VUT,1992,0,1169.869937,1.14E-07,-7
Vanuatu,VUT,1993,0,1193.476165,1.14E-07,-7
Vanuatu,VUT,1994,0,1209.931906,1.14E-07,-7
Vanuatu,VUT,1995,0,1232.043296,1.14E-07,-7
Vanuatu,VUT,1996,0,1256.219723,1.14E-07,-7
Vanuatu,VUT,1997,0,1381.513142,1.14E-07,-7
Vanuatu,VUT,1998,0,1308.592714,1.14E-07,-7
Vanuatu,VUT,2000,0,1376.88247,1.14E-07,-7
Vanuatu,VUT,2001,0,1422.343424,1.14E-07,-7
Vanuatu,VUT,2002,0,1469.120172,1.14E-07,-7
Vanuatu,VUT,2003,0,1517.192181,1.14E-07,-7
Vanuatu,VUT,2004,0,1569.530572,1.14E-07,-7
Vanuatu,VUT,2005,0,1623.777089,1.14E-07,-7
Vanuatu,VUT,2006,0,1669.850211,1.14E-07,-7
Vanuatu,VUT,2007,0,1716.781056,1.14E-07,-7
Vanuatu,VUT,2008,0,1763.2478,1.14E-07,-7
Vanuatu,VUT,2009,0,1813.117911,1.14E-07,-7
Vanuatu,VUT,2010,0,1858.670977,1.14E-07,-7
Vanuatu,VUT,2011,0,1909.300534,1.14E-07,-7
Vanuatu,VUT,2012,0,1960.302051,1.14E-07,-7
Vanuatu,VUT,2013,0,2012.416234,1.14E-07,-7
Vanuatu,VUT,2014,0,2078.724196,1.14E-07,-7
Vanuatu,VUT,2015,0,2136.822779,1.14E-07,-7
Vanuatu,VUT,2016,0,2183.503169,1.14E-07,-7
Vanuatu,VUT,2017,0,2236.166768,1.14E-07,-7
Venezuela,VEN,1990,0,91090.24329,1.14E-07,-7
Venezuela,VEN,1991,0,90191.61663,1.14E-07,-7
Venezuela,VEN,1992,0,92661.26254,1.14E-07,-7
Venezuela,VEN,1993,0,95898.52613,1.14E-07,-7
Venezuela,VEN,1994,0,101538.1067,1.14E-07,-7
Venezuela,VEN,1995,0,102215.6743,1.14E-07,-7
Venezuela,VEN,1996,0,100311.0657,1.14E-07,-7
Venezuela,VEN,1998,0,102903.6705,1.14E-07,-7
Venezuela,VEN,1999,0,135241.0446,1.14E-07,-7
Venezuela,VEN,2000,0,107783.7102,1.14E-07,-7
Venezuela,VEN,2001,0,110870.4834,1.14E-07,-7
Venezuela,VEN,2002,0,113862.5179,1.14E-07,-7
Venezuela,VEN,2003,0,121178.8934,1.14E-07,-7
Venezuela,VEN,2004,0,116368.9116,1.14E-07,-7
Venezuela,VEN,2005,0,116792.604,1.14E-07,-7
Venezuela,VEN,2006,0,121899.4169,1.14E-07,-7
Venezuela,VEN,2007,0,127839.7137,1.14E-07,-7
Venezuela,VEN,2008,0,134769.5971,1.14E-07,-7
Venezuela,VEN,2009,0,138431.1927,1.14E-07,-7
Venezuela,VEN,2010,0,138692.2594,1.14E-07,-7
Venezuela,VEN,2011,0,142808.1632,1.14E-07,-7
Venezuela,VEN,2012,0,149501.0194,1.14E-07,-7
Venezuela,VEN,2013,0,154716.7611,1.14E-07,-7
Venezuela,VEN,2014,0,163322.2522,1.14E-07,-7
Venezuela,VEN,2016,0,167156.4167,1.14E-07,-7
Venezuela,VEN,2017,0,172584.837,1.14E-07,-7
Yemen,YEM,1990,0,150108.6692,1.14E-07,-7
Yemen,YEM,1992,0,150327.5258,1.14E-07,-7
Yemen,YEM,1993,0,150842.0679,1.14E-07,-7
Yemen,YEM,1994,0,152794.9431,1.14E-07,-7
Yemen,YEM,1995,0,151549.8961,1.14E-07,-7
Yemen,YEM,1996,0,152053.3757,1.14E-07,-7
Yemen,YEM,1997,0,151663.1886,1.14E-07,-7
Yemen,YEM,1998,0,151115.524,1.14E-07,-7
Yemen,YEM,1999,0,149755.144,1.14E-07,-7
Yemen,YEM,2000,0,148518.0005,1.14E-07,-7
Yemen,YEM,2001,0,147362.94,1.14E-07,-7
Yemen,YEM,2002,0,146449.3957,1.14E-07,-7
Yemen,YEM,2003,0,145697.9515,1.14E-07,-7
Yemen,YEM,2004,0,144510.0513,1.14E-07,-7
Yemen,YEM,2005,0,142584.5993,1.14E-07,-7
Yemen,YEM,2006,0,141405.9876,1.14E-07,-7
Yemen,YEM,2007,0,141190.0223,1.14E-07,-7
Yemen,YEM,2008,0,140898.5615,1.14E-07,-7
Yemen,YEM,2009,0,140708.9516,1.14E-07,-7
Yemen,YEM,2010,0,139893.1875,1.14E-07,-7
Yemen,YEM,2011,0,141395.4522,1.14E-07,-7
Yemen,YEM,2012,0,142655.3453,1.14E-07,-7
Yemen,YEM,2013,0,140388.0432,1.14E-07,-7
Yemen,YEM,2014,0,142991.4654,1.14E-07,-7
Yemen,YEM,2015,0,150397.4295,1.14E-07,-7
Yemen,YEM,2016,0,159994.857,1.14E-07,-7
Yemen,YEM,2017,0,164695.3539,1.14E-07,-7
